,tweets,sentiment_analysis
1791,"I ' m watching 6x09 "" , "" LuciferSeason6 …",neutral
1792,I ' just watched episode S06 | E08 of !,neutral
1793,"6x08 "" Save the Devil , Save the World "" ★★★★★★★★★★",positive
1794,Back on track 😈 Good morning and a great to my and everyone ! Wish you a great day ! And to make the …,positive
1795,I ' just watched episode S06 | E07 of !,neutral
1796,"I ' m watching 6x08 "" Save the Devil , Save the World "" LuciferSeason6 …",positive
1797,"6x07 "" My Best Fiend ' s Wedding "" ★★★★★★★★★★",positive
1798,I was thinking to start watching it but ended up re - watching 😂😂😂,neutral
1799,Oh really about to make me cry,negative
1800,: going to hell for this bye,negative
1801,"' s post , scare date : 202110 . 3 ⚫ Satan may lie but he can distort the truth to trick you into joining his …",negative
1802,He is to Die for ....💘🥴😍😍😍😍,negative
1803,I don ’ t know …. I don ’ t think this show could have ended on a Better note . They absolutely amazed me with the ending …,positive
1804,x : a picture perfect guy,positive
1805,Due to emergency medical will be on temporary hiatus . I don ' t have the time or mental head …,negative
1806,. I was at work and I feeling and sick to my stomach . Before I knew it …,negative
1807,Have a great 🤗,positive
1808,"I ' m watching 6x07 "" My Best Fiend ' s Wedding "" LuciferSeason6 …",positive
1809,I ' just watched episode S06 | E06 of !,neutral
1810,"6x06 "" A Lot Than That "" ★★★★★★★★★★",neutral
1811,I ' just watched episode S06 | E09 of !,neutral
1812,I finished watching and … I ’ m upset . LuciferSeason6,negative
1813,Good 😘😘 Have a Lovely …,positive
1814,I ' just watched episode S06 | E07 of !,neutral
1815,I ' just watched episode S06 | E05 of !,neutral
1816,"I ' m watching 6x06 "" A Lot Than That "" LuciferSeason6 …",neutral
1817,"6x05 "" The Murder of "" ★★★★★★★★★★",negative
1818,"Another big show ended . is really show who entertain you with comedy , action , suspense , thriller , …",positive
1819,I ' just watched episode S06 | E03 of !,neutral
1820,I ' just watched episode S06 | E10 of !,neutral
1821,"from S1 - S6 😈 No question that S4 is the , but S6 came damn close . S3 wi …",negative
1822,— ' s care day ( purple Stella ' s Pet ) servant Cat sketch,positive
1823,I ' just watched episode S06 | E05 of !,neutral
1824,I ' just watched episode S06 | E06 of !,neutral
1825,…,neutral
1826,The last season of is sending me on one hell of a . Pun intended .,negative
1827,"I ' m watching 6x05 "" The Murder of "" …",negative
1828,"on 3rd place ! Not it ' s . ! , , trend on Os …",neutral
1829,I ' just watched episode S06 | E02 of !,neutral
1830,i miss them & ;& ; please id and,positive
1831,I ' just watched episode S03 | E01 of !,neutral
1832,I ’ m not feeling all this singing that ’ s going on in,negative
1833,"6x01 "" Nothing Ever Around Here "" ★★★★★★★☆☆☆",neutral
1834,"I ' m watching 6x05 "" The Murder of """,negative
1835,lover boy & ; 3,positive
1836,"day 2 Suit . Meet the king himself . Based off a friend ' s . I know it ' s not the , but i ' m …",positive
1837,I ' just watched episode S06 | E04 of !,neutral
1838,"Lady , S02 | E04 , de !",neutral
1839,"🔥🗡🍩🚀⏰💃🔦👍 be like , this text is harder than the Da Code to decipher 😂 …",positive
1840,Here we Go 🥁🥁 The Most Announcement Is Here ! ' s Birthday Common will be Out on …,neutral
1841,You can tell the artist watched high rise invasion recently and for sniper mask,neutral
1842,"I ' m watching 6x04 "" Pin the Tail on the Daddy """,neutral
1843,The Real Truth about religion,positive
1844,Whoa . The back half of s6 me EMOTIONAL as f * . I ’ been full on ugly crying because it truly l …,negative
1845,"I ' m watching 6x03 "" Dabba Do Me """,neutral
1846,"Absolute - !! 😻😈🥰 If you haven ' t read this ... well , go and rectify that immediately ! LOVE this SO …",positive
1847,Demonology - The History of hell satan mythology demonology The Demonic History of …,negative
1848,I am watching and getting confused with Supernatural the edible probably not helping,negative
1849,"Finally finished , and damn every scene with .",negative
1850,"I ' m watching 6x02 "" of Baggage """,neutral
1851,"6x01 "" Nothing Ever Around Here """,neutral
1852,I ' just watched episode S06 | E03 of ! 5 6 days 2,neutral
1853,I ' just watched episode S06 | E04 - Pin the Tail on the Daddy of !,neutral
1854,Can ’ t she just open her ?,neutral
1855,I ' m so excited !! Commission of 4 is now in the works for me !! - you should really check out ' s work !…,positive
1856,"I need to get some sleep . See you in a few for more , because we all desire more …",positive
1857,I ' just watched episode S06 | E02 of !,neutral
1858,Well I be damned I am now standing at the end of season 5 and what a journey it been This show grew on …,negative
1859,looking at ? Penny for your ..🤔 My little is like her namesake & ; a bit of a little devil .…,negative
1860,[ Update ] 🐺 on 95 . 2 . 8 NOIR UP THE SKY …,neutral
1861,[ Update ] 🐣 on k one0418 NOIR UP THE SKY …,neutral
1862,[ Update ] 🐨 on 9shin xx3 Happy Weekend 🔥 NOIR UP THE SKY …,positive
1863,"I ' m watching 6x01 "" Nothing Ever Around Here """,neutral
1864,I ' just watched episode S06 | E10 of !,neutral
1865,~ Final Season = Done ✔️ Season6 Series …,neutral
1866,I ' just watched episode S06 | E08 of !,neutral
1867,Dan found a way to be corporeal . is taking a new job . 💙 I di …,neutral
1868,"I have about for literally . During the campaign I before going to work ,…",neutral
1869,"mor3 Now I can ' t unsee them ! He should forever have to wear a white button down without a jacket ,…",neutral
1870,Hate to be a downer & ; I could be wrong but many of the have on to other . & ; that is by t …,negative
1871,S06 | E04,neutral
1872,Not the last 10min of this finale making me tear up .,neutral
1873,for are open :) for interest and more just me 🙏😈…,positive
1874,I ' just watched episode S03 | E23 of !,neutral
1875,.. let me introduce you to ( 10 ) who been making ( and lots of ) si …,neutral
1876,Here ' s your daily random dose of ! ➡️ ➡️ Multiverse,neutral
1877,I ' just watched episode S06 | E07 of !,neutral
1878,"Top 10 on - Sat , 2nd 1 - 2 - Maid 3 - 4 - 5 -…",positive
1879,: a gentleman glamour back,positive
1880,Son,neutral
1881,Top 10 Global en 1 . 2 . 3 . 4 . 5 …,positive
1882,"I just watched 3x19 "" Orange Is the New Maze """,neutral
1883,"joy , friendship , brotherhood , complicity ..",positive
1884,I ' just watched episode S06 | E10 of !,neutral
1885,Each of the in a character . In top shape . Unsurpassable in a movie ? …,positive
1886,Love this ... is really the guy on earth !! ❤️❤️❤️ Thanks 😘❤️ …,positive
1887,I ' just watched episode S06 | E10 of ! 5 16 days 4,neutral
1888,I ' just watched episode S06 | E09 of ! 5 16 days 3,neutral
1889,I ' just watched episode S06 | E08 of ! 5 16 days 2,neutral
1890,I ' just watched episode S06 | E07 of ! 5 16 days 2,neutral
1891,"Totally the interest in "" A Unique Guilt Trip ."" 😂 You rock ! 😎❤️😈 Found some time today to post …",positive
1892,I ' just watched episode S06 | E06 of ! 5 16 days 1 hour,neutral
1893,I ' just watched episode S06 | E05 of ! 5 16 days 0,neutral
1894,I ' just watched episode S06 | E02 of !,neutral
1895,"I just watched 3x18 "" The Last Heartbreak """,negative
1896,I would like to sit back and immerse myself in the world of for two . …,positive
1897,But in all honesty it like the drama of leaving Earth completely is just there for the sake of drama .…,positive
1898,"The detective gotten with each season . Now when the film is made , she must be a radiant …",positive
1899,The show is so full of emotion . Now is the time to make a movie about . …,neutral
1900,S4 was a production ? Is that why is currently a conversation in what is clearly ?,positive
1901,I ' just watched episode S06 | E06 of !,neutral
1902,I hate that Season 6 so damn preachy . ' toxic masculinity ' ' they ' re a genius ' ' tort …,negative
1903,"never knew spoke Dutch ,... or ? did pretty well . Maybe …",positive
1904,His white are the most beautiful I ‘ every seen 😍,positive
1905,I ' just watched episode S06 | E08 of !,neutral
1906,Day 2 - . and coloring . Lucitober2021 …,neutral
1907,tried a ! Such failure nothing can touch Supernatural,negative
1908,Welcome to this account where you ’ find all the latest news on !,positive
1909,Day 2 : I ’ t choose between the 2 so I did both . 😈 …,neutral
1910,"Now finished , which was great by the way , why not take on another fantastic show ?…",positive
1911,I ' just watched episode S06 | E05 of !,neutral
1912,I ' just watched episode S05 | E03 of !,neutral
1913,"Together at last and too , ruling Hell",negative
1914,Sometimes you just have to sit alone with Satan and Mary Jane .... binge watching and smoking all day . Time …,negative
1915,"wow , they the whole boring ! t into the last season of , it …",positive
1916,"While i do love for many obvious , there are also some she up ... This one is very good a …",positive
1917,There was one thing about season 6 that me . For the love of the devil please don ' t let ' More Bo …,positive
1918,"The last chapter of "" The Witness "" is now on AO3 ! Does finally spill her secret ? Read to find out :…",neutral
1919,“ It ’ s finally safe to stay ” LuciferSeason6,positive
1920,I ' just watched episode S06 | E03 - Dabba Do Me of !,neutral
1921,"So it ' s only 2nd , and I ' just say I am blown away again by the artistic talent in the fan …",positive
1922,Good evening ladies . I have to go . Someone is waiting for me 😍😍🔞😍🔞😍😈😈,positive
1923,"I ' m not crying , you ' re crying ( j ' ai ).",positive
1924,"Can they totally redo season 6 ? I ' in all the , but t …",neutral
1925,“ I don ’ t want you to leave either “ 😩😭. LuciferSeason6,positive
1926,This pretty much up my answer if ( or even just himself ) me what I desire .,positive
1927,This is be a hell of a night 😈 Whisky,negative
1928,"After my bike session and cooking dinner for my boy , it ’ s time to jump the couch and watch some 👌🏽 Still m …",neutral
1929,"would people be to know bit more about "" how to make your ""? few why the are …",neutral
1930,I ' just watched episode S06 | E09 of !,neutral
1931,Don ’ t get it twisted non - of . Taking out of context is exactly what Satan aka d …,neutral
1932,Alright . I don ' t want to be entirely negative . I can still name a few favorite in season 6 . 1 . The panic …,negative
1933,I ' just watched episode S06 | E02 - of Baggage of !,neutral
1934,fun 🙌🙌 LuciferSeason6 LuciferSeason5part1 …,positive
1935,"For the record , I don ' t fault for leaving . He tried so hard not to . He locked himself in a panic room and …",negative
1936,I ' just watched episode S06 | E10 of !,neutral
1937,"In that I agree , taking into account that …",positive
1938,guess who ’ s in the top 10 of prime video in the new are not even out yet 😂,positive
1939,I ' just watched episode S06 | E10 of 9 . 52,neutral
1940,That tight shirt on him 🤤🤤 His S4 look is forever one of my 🔥🥵,neutral
1941,in da house ... 🤣😇,neutral
1942,I ' just watched episode S06 | E08 of !,neutral
1943,basically the of,neutral
1944,Day 2 y ’ all — my are inktober2021 …,neutral
